energy_type,country,year,consommation
Manufactured gases,Croatia,2020,0
Manufactured gases,Croatia,2021,0
Manufactured gases,Croatia,2022,0
Manufactured gases,Hungary,2011,146.293
Manufactured gases,Hungary,2012,132.868
Manufactured gases,Hungary,2013,81.75
Manufactured gases,Hungary,2014,45.98
Manufactured gases,Hungary,2015,55.857
Manufactured gases,Hungary,2016,32.158
Manufactured gases,Hungary,2017,41.638
Manufactured gases,Hungary,2018,31.857
Manufactured gases,Hungary,2019,31.449
Manufactured gases,Hungary,2020,21.733
Manufactured gases,Hungary,2021,35.447
Manufactured gases,Hungary,2022,10.447
Manufactured gases,Ireland,2011,0
Manufactured gases,Ireland,2012,0
Manufactured gases,Ireland,2013,0
Manufactured gases,Ireland,2014,0
Manufactured gases,Ireland,2015,0
Manufactured gases,Ireland,2016,0
Manufactured gases,Ireland,2017,0
Manufactured gases,Ireland,2018,0
Manufactured gases,Ireland,2019,0
Manufactured gases,Ireland,2020,0
Manufactured gases,Ireland,2021,0
Manufactured gases,Ireland,2022,0
Manufactured gases,Iceland,2011,0
Manufactured gases,Iceland,2012,0
Manufactured gases,Iceland,2013,0
Manufactured gases,Iceland,2014,0
Manufactured gases,Iceland,2015,0
Manufactured gases,Iceland,2016,0
Manufactured gases,Iceland,2017,0
Manufactured gases,Iceland,2018,0
Manufactured gases,Iceland,2019,0
Manufactured gases,Iceland,2020,0
Manufactured gases,Iceland,2021,0
Manufactured gases,Italy,2011,0
Manufactured gases,Italy,2012,205.79
Manufactured gases,Italy,2013,165.203
Manufactured gases,Italy,2014,280.298
Manufactured gases,Italy,2015,209.348
Manufactured gases,Italy,2016,234.704
Manufactured gases,Italy,2017,159.152
Manufactured gases,Italy,2018,131.622
Manufactured gases,Italy,2019,109.389
Manufactured gases,Italy,2020,95.212
Manufactured gases,Italy,2021,97.507
Manufactured gases,Italy,2022,88.048
Manufactured gases,Lithuania,2011,0
Manufactured gases,Lithuania,2012,0
Manufactured gases,Lithuania,2013,0
Manufactured gases,Lithuania,2014,0
Manufactured gases,Lithuania,2015,0
Manufactured gases,Lithuania,2016,0
Manufactured gases,Lithuania,2017,0
Manufactured gases,Lithuania,2018,0
Manufactured gases,Lithuania,2019,0
Manufactured gases,Lithuania,2020,0
Manufactured gases,Lithuania,2021,0
Manufactured gases,Lithuania,2022,0
Manufactured gases,Luxembourg,2011,0
Manufactured gases,Luxembourg,2012,0
Manufactured gases,Luxembourg,2013,0
Manufactured gases,Luxembourg,2014,0
Manufactured gases,Luxembourg,2015,0
Manufactured gases,Luxembourg,2016,0
Manufactured gases,Luxembourg,2017,0
Manufactured gases,Luxembourg,2018,0
Manufactured gases,Luxembourg,2019,0
Manufactured gases,Luxembourg,2020,0
Manufactured gases,Luxembourg,2021,0
Manufactured gases,Luxembourg,2022,0
Manufactured gases,Latvia,2011,0
Manufactured gases,Latvia,2012,0
Manufactured gases,Latvia,2013,0
Manufactured gases,Latvia,2014,0
Manufactured gases,Latvia,2015,0
Manufactured gases,Latvia,2016,0
Manufactured gases,Latvia,2017,0
Manufactured gases,Latvia,2018,0
Manufactured gases,Latvia,2019,0
Manufactured gases,Latvia,2020,0
Manufactured gases,Latvia,2021,0
Manufactured gases,Latvia,2022,0
Manufactured gases,Moldova,2011,0
Manufactured gases,Moldova,2012,0
Manufactured gases,Moldova,2013,0
Manufactured gases,Moldova,2014,0
Manufactured gases,Moldova,2015,0
Manufactured gases,Moldova,2016,0
Manufactured gases,Moldova,2017,0
Manufactured gases,Moldova,2018,0
Manufactured gases,Moldova,2019,0
Manufactured gases,Moldova,2020,0
Manufactured gases,Moldova,2021,0
Manufactured gases,Moldova,2022,0
Manufactured gases,Montenegro,2011,0
Manufactured gases,Montenegro,2012,0
Manufactured gases,Montenegro,2013,0
Manufactured gases,Montenegro,2014,0
Manufactured gases,Montenegro,2015,0
Manufactured gases,Montenegro,2016,0
Manufactured gases,Montenegro,2017,0
Manufactured gases,Montenegro,2018,0
Manufactured gases,Montenegro,2019,0
Manufactured gases,Montenegro,2020,0
Manufactured gases,Montenegro,2021,0
Manufactured gases,Montenegro,2022,0
Manufactured gases,North Macedonia,2011,0
Manufactured gases,North Macedonia,2012,0
Manufactured gases,North Macedonia,2013,0
Manufactured gases,North Macedonia,2014,0
Manufactured gases,North Macedonia,2015,0
Manufactured gases,North Macedonia,2016,0
Manufactured gases,North Macedonia,2017,0
Manufactured gases,North Macedonia,2018,0
Manufactured gases,North Macedonia,2019,0
Manufactured gases,North Macedonia,2020,0
Manufactured gases,North Macedonia,2021,0
Manufactured gases,North Macedonia,2022,0
Manufactured gases,Malta,2011,0
Manufactured gases,Malta,2012,0
Manufactured gases,Malta,2013,0
Manufactured gases,Malta,2014,0
Manufactured gases,Malta,2015,0
Manufactured gases,Malta,2016,0
Manufactured gases,Malta,2017,0
Manufactured gases,Malta,2018,0
Manufactured gases,Malta,2019,0
Manufactured gases,Malta,2020,0
Manufactured gases,Malta,2021,0
Manufactured gases,Malta,2022,0
Manufactured gases,Netherlands,2011,190.81
Manufactured gases,Netherlands,2012,192.911
Manufactured gases,Netherlands,2013,197.876
Manufactured gases,Netherlands,2014,203.951
Manufactured gases,Netherlands,2015,215.973
Manufactured gases,Netherlands,2016,220.664
Manufactured gases,Netherlands,2017,238.106
Manufactured gases,Netherlands,2018,212.985
Manufactured gases,Netherlands,2019,177.085
Manufactured gases,Netherlands,2020,191.52
Manufactured gases,Netherlands,2021,219.067
Manufactured gases,Netherlands,2022,296.335
Manufactured gases,Norway,2011,66.566
Manufactured gases,Norway,2012,67.952
Manufactured gases,Norway,2013,69.265
Manufactured gases,Norway,2014,70.173
Manufactured gases,Norway,2015,60.906
Manufactured gases,Norway,2016,51.209
Manufactured gases,Norway,2017,61.431
Manufactured gases,Norway,2018,66.519
Manufactured gases,Norway,2019,53.445
Manufactured gases,Norway,2020,51.941
Manufactured gases,Norway,2021,57.915
Manufactured gases,Norway,2022,66.741
Manufactured gases,Poland,2011,560.903
Manufactured gases,Poland,2012,548.175
Manufactured gases,Poland,2013,542.383
Manufactured gases,Poland,2014,595.765
Manufactured gases,Poland,2015,486.914
Manufactured gases,Poland,2016,462.377
Manufactured gases,Poland,2017,499.879
Manufactured gases,Poland,2018,469.239
Manufactured gases,Poland,2019,451.465
Manufactured gases,Poland,2020,392.97
Manufactured gases,Poland,2021,438.969
Manufactured gases,Poland,2022,377.55
Manufactured gases,Portugal,2011,0
Manufactured gases,Portugal,2012,0
Manufactured gases,Portugal,2013,0
Manufactured gases,Portugal,2014,0
Manufactured gases,Portugal,2015,0
Manufactured gases,Portugal,2016,0
Manufactured gases,Portugal,2017,0
Manufactured gases,Portugal,2018,0
Manufactured gases,Portugal,2019,0
Manufactured gases,Portugal,2020,0
Manufactured gases,Portugal,2021,0
Manufactured gases,Portugal,2022,0
Manufactured gases,Romania,2011,141.707
Manufactured gases,Romania,2012,188.76
Manufactured gases,Romania,2013,195.686
Manufactured gases,Romania,2014,173.641
Manufactured gases,Romania,2015,168.983
Manufactured gases,Romania,2016,158.976
Manufactured gases,Romania,2017,150.237
Manufactured gases,Romania,2018,148.013
Manufactured gases,Romania,2019,148.202
Manufactured gases,Romania,2020,145.021
Manufactured gases,Romania,2021,150.476
Manufactured gases,Romania,2022,123.713
Manufactured gases,Serbia,2011,91.597
Manufactured gases,Serbia,2012,29.426
Manufactured gases,Serbia,2013,33.009
Manufactured gases,Serbia,2014,46.647
Manufactured gases,Serbia,2015,5.422
Manufactured gases,Serbia,2016,8.79
Manufactured gases,Serbia,2017,10.056
Manufactured gases,Serbia,2018,19.082
Manufactured gases,Serbia,2019,19.089
Manufactured gases,Serbia,2020,13.688
Manufactured gases,Serbia,2021,15.404
Manufactured gases,Serbia,2022,24.85
Manufactured gases,Sweden,2011,147.06
Manufactured gases,Sweden,2012,176.455
Manufactured gases,Sweden,2013,177.259
Manufactured gases,Sweden,2014,172.48
Manufactured gases,Sweden,2015,174.073
Manufactured gases,Sweden,2016,182.282
Manufactured gases,Sweden,2017,175.891
Manufactured gases,Sweden,2018,165.57
Manufactured gases,Sweden,2019,179.309
Manufactured gases,Sweden,2020,170.722
Manufactured gases,Sweden,2021,164.273
Manufactured gases,Sweden,2022,170.608
Manufactured gases,Slovenia,2011,0
Manufactured gases,Slovenia,2012,0
Manufactured gases,Slovenia,2013,0
Manufactured gases,Slovenia,2014,0
Manufactured gases,Slovenia,2015,0
Manufactured gases,Slovenia,2016,0
Manufactured gases,Slovenia,2017,0
Manufactured gases,Slovenia,2018,0
Manufactured gases,Slovenia,2019,0
Manufactured gases,Slovenia,2020,0
Manufactured gases,Slovenia,2021,0
Manufactured gases,Slovenia,2022,0
Manufactured gases,Slovakia,2011,403.511
Manufactured gases,Slovakia,2012,379.603
Manufactured gases,Slovakia,2013,380.431
Manufactured gases,Slovakia,2014,413.879
Manufactured gases,Slovakia,2015,401.213
Manufactured gases,Slovakia,2016,427.988
Manufactured gases,Slovakia,2017,433.976
Manufactured gases,Slovakia,2018,441.218
Manufactured gases,Slovakia,2019,345.108
Manufactured gases,Slovakia,2020,290.733
Manufactured gases,Slovakia,2021,399.947
Manufactured gases,Slovakia,2022,436.13
Manufactured gases,Türkiye,2011,303.74
Manufactured gases,Türkiye,2012,431.609
Manufactured gases,Türkiye,2013,397.206
Manufactured gases,Türkiye,2014,441.54
Manufactured gases,Türkiye,2015,511.266
Manufactured gases,Türkiye,2016,461.711
Manufactured gases,Türkiye,2017,311.873
Manufactured gases,Türkiye,2018,360.6
Manufactured gases,Türkiye,2019,289.47
Manufactured gases,Türkiye,2020,423.768
Manufactured gases,Türkiye,2021,576.021
Manufactured gases,Türkiye,2022,563.332
Manufactured gases,Ukraine,2011,3392.027
Manufactured gases,Ukraine,2012,3178.074
Manufactured gases,Ukraine,2013,2948.667
Manufactured gases,Ukraine,2014,2670.307
Manufactured gases,Ukraine,2015,2172.838
Manufactured gases,Ukraine,2016,2280.926
Manufactured gases,Ukraine,2017,1757.524
Manufactured gases,Ukraine,2018,1797.564
Manufactured gases,Ukraine,2019,1780.131
Manufactured gases,Ukraine,2020,1711.517
Manufactured gases,United Kingdom,2011,133.066
Manufactured gases,United Kingdom,2012,80.049
Manufactured gases,United Kingdom,2013,81.439
Manufactured gases,United Kingdom,2014,76.015
Manufactured gases,United Kingdom,2015,105.94
Manufactured gases,United Kingdom,2016,82.882
Manufactured gases,United Kingdom,2017,79.149
Manufactured gases,United Kingdom,2018,66.332
Manufactured gases,United Kingdom,2019,102.51
Manufactured gases,Kosovo*,2011,0
Manufactured gases,Kosovo*,2012,0
Manufactured gases,Kosovo*,2013,0
Manufactured gases,Kosovo*,2014,0
Manufactured gases,Kosovo*,2015,0
Manufactured gases,Kosovo*,2016,0
Manufactured gases,Kosovo*,2017,0
Manufactured gases,Kosovo*,2018,0
Manufactured gases,Kosovo*,2019,0
Manufactured gases,Kosovo*,2020,0
Manufactured gases,Kosovo*,2021,0
Manufactured gases,Kosovo*,2022,0
Electricity,Albania,2011,486.414
Electricity,Albania,2012,495.271
Electricity,Albania,2013,592.777
Electricity,Albania,2014,560.877
Electricity,Albania,2015,507.051
Electricity,Albania,2016,472.829
Electricity,Albania,2017,512.164
Electricity,Albania,2018,523.207
Electricity,Albania,2019,531.636
Electricity,Albania,2020,543.101
Electricity,Albania,2021,573.146
Electricity,Albania,2022,566.422
Electricity,Austria,2011,5149.953
Electricity,Austria,2012,5230.039
Electricity,Austria,2013,5258.03
Electricity,Austria,2014,5176.188
Electricity,Austria,2015,5258.302
Electricity,Austria,2016,5342.923
Electricity,Austria,2017,5424.138
Electricity,Austria,2018,5455.284
Electricity,Austria,2019,5461.08
Electricity,Austria,2020,5290.758
Electricity,Austria,2021,5541.979
Electricity,Austria,2022,5491.49
Electricity,Bosnia and Herzegovina,2014,910.318
Electricity,Bosnia and Herzegovina,2015,917.885
Electricity,Bosnia and Herzegovina,2016,953.396
Electricity,Bosnia and Herzegovina,2017,980.052
Electricity,Bosnia and Herzegovina,2018,985.039
Electricity,Bosnia and Herzegovina,2019,945.228
Electricity,Bosnia and Herzegovina,2020,854.342
Electricity,Bosnia and Herzegovina,2021,931.212
Electricity,Bosnia and Herzegovina,2022,912.984
Electricity,Belgium,2011,7164.205
Electricity,Belgium,2012,7143.216
Electricity,Belgium,2013,7137.094
Electricity,Belgium,2014,6969.329
Electricity,Belgium,2015,7007.825
Electricity,Belgium,2016,7059.286
Electricity,Belgium,2017,7060.318
Electricity,Belgium,2018,7115.89
Electricity,Belgium,2019,7025.331
Electricity,Belgium,2020,6782.717
Electricity,Belgium,2021,6995.89
Electricity,Belgium,2022,6582.726
Electricity,Bulgaria,2011,2443.766
Electricity,Bulgaria,2012,2394.239
Electricity,Bulgaria,2013,2367.326
Electricity,Bulgaria,2014,2379.536
Electricity,Bulgaria,2015,2435.598
Electricity,Bulgaria,2016,2484.781
Electricity,Bulgaria,2017,2571.679
Electricity,Bulgaria,2018,2572.923
Electricity,Bulgaria,2019,2598.038
Electricity,Bulgaria,2020,2460.017
Electricity,Bulgaria,2021,2662.92
Electricity,Bulgaria,2022,2641.375
Electricity,Cyprus,2011,405.969
Electricity,Cyprus,2012,379.143
Electricity,Cyprus,2013,337.182
Electricity,Cyprus,2014,340.966
Electricity,Cyprus,2015,351.8
Electricity,Cyprus,2016,378.283
Electricity,Cyprus,2017,390.525
Electricity,Cyprus,2018,401.088
Electricity,Cyprus,2019,406.151
Electricity,Cyprus,2020,376.341
Electricity,Cyprus,2021,399.79
Electricity,Cyprus,2022,417.756
Electricity,Czechia,2011,4613.156
Electricity,Czechia,2012,4633.19
Electricity,Czechia,2013,4575.838
Electricity,Czechia,2014,4575.752
Electricity,Czechia,2015,4684.179
Electricity,Czechia,2016,4802.408
Electricity,Czechia,2017,4936.132
Electricity,Czechia,2018,4995.93
Electricity,Czechia,2019,5022.911
Electricity,Czechia,2020,4909.718
Electricity,Czechia,2021,5157.574
Electricity,Czechia,2022,5041.45
Electricity,Germany,2011,45131.298
Electricity,Germany,2012,45100.946
Electricity,Germany,2013,44910.576
Electricity,Germany,2014,44003.181
Electricity,Germany,2015,44277.558
Electricity,Germany,2016,44501.634
Electricity,Germany,2017,44621.926
Electricity,Germany,2018,43800
Electricity,Germany,2019,42692.605
Electricity,Germany,2020,41464.058
Electricity,Germany,2021,42969.69
Electricity,Germany,2022,41078.71
Electricity,Denmark,2011,2722.184
Electricity,Denmark,2012,2681.083
Electricity,Denmark,2013,2674.635
Electricity,Denmark,2014,2646.174
Electricity,Denmark,2015,2649.097
Electricity,Denmark,2016,2673.624
Electricity,Denmark,2017,2671.837
Electricity,Denmark,2018,2639.039
Electricity,Denmark,2019,2644.018
Electricity,Denmark,2020,2600.174
Electricity,Denmark,2021,2760.7
Electricity,Denmark,2022,2631.492
Electricity,Estonia,2011,569.819
Electricity,Estonia,2012,600
Electricity,Estonia,2013,586.414
Electricity,Estonia,2014,593.809
Electricity,Estonia,2015,589.166
Electricity,Estonia,2016,627.601
Electricity,Estonia,2017,621.882
Electricity,Estonia,2018,644.11
Electricity,Estonia,2019,629.144
Electricity,Estonia,2020,617.374
Electricity,Estonia,2021,677.866
Electricity,Estonia,2022,614.081
Electricity,Greece,2011,4453.482
Electricity,Greece,2012,4472.657
Electricity,Greece,2013,4195.271
Electricity,Greece,2014,4256.234
Electricity,Greece,2015,4366.896
Electricity,Greece,2016,4588.392
Electricity,Greece,2017,4640.535
Electricity,Greece,2018,4253.667
Electricity,Greece,2019,4316.191
Electricity,Greece,2020,4086.79
Electricity,Greece,2021,4234.088
Electricity,Greece,2022,4138.275
Electricity,Spain,2011,20938.005
Electricity,Spain,2012,20657.61
Electricity,Spain,2013,19783.921
Electricity,Spain,2014,19509.63
Electricity,Spain,2015,19951.677
Electricity,Spain,2016,19992.691
Electricity,Spain,2017,20558.985
Electricity,Spain,2018,20504.299
Electricity,Spain,2019,20165.864
Electricity,Spain,2020,18886.93
Electricity,Spain,2021,19594.153
Electricity,Spain,2022,19292.003
Electricity,Finland,2011,6888.564
Electricity,Finland,2012,6941.101
Electricity,Finland,2013,6875.408
Electricity,Finland,2014,6805.761
Electricity,Finland,2015,6749.527
Electricity,Finland,2016,6960.705
Electricity,Finland,2017,6968.1
Electricity,Finland,2018,7116.853
Electricity,Finland,2019,6991.402
Electricity,Finland,2020,6612.038
Electricity,Finland,2021,7058.813
Electricity,Finland,2022,6609.372
Electricity,France,2011,36499.759
Electricity,France,2012,38159.699
Electricity,France,2013,38772.003
Electricity,France,2014,36578.005
Electricity,France,2015,37405.988
Electricity,France,2016,38069.076
Electricity,France,2017,37778.625
Electricity,France,2018,37584.029
Electricity,France,2019,37119.931
Electricity,France,2020,35370.543
Electricity,France,2021,37237.463
Electricity,France,2022,35657.811
Electricity,Georgia,2013,780.224
Electricity,Georgia,2014,841.445
Electricity,Georgia,2015,851.763
Electricity,Georgia,2016,901.72
Electricity,Georgia,2017,963.758
Electricity,Georgia,2018,1026.423
Electricity,Georgia,2019,1036.913
Electricity,Georgia,2020,987.042
Electricity,Georgia,2021,1127.997
Electricity,Georgia,2022,1150.946
Electricity,Croatia,2011,1352.966
Electricity,Croatia,2012,1319.862
Electricity,Croatia,2013,1295.959
Electricity,Croatia,2014,1275.408
Electricity,Croatia,2015,1319.261
Electricity,Croatia,2016,1315.563
Electricity,Croatia,2017,1373.921
Electricity,Croatia,2018,1390.817
Electricity,Croatia,2019,1389.114
Electricity,Croatia,2020,1308.289
Electricity,Croatia,2021,1418.349
Electricity,Croatia,2022,1396.793
Electricity,Hungary,2011,2969.905
Electricity,Hungary,2012,3009.802
Electricity,Hungary,2013,2998.538
Electricity,Hungary,2014,2986.844
Electricity,Hungary,2015,3120.464
Electricity,Hungary,2016,3194.497
Electricity,Hungary,2017,3309.802
Electricity,Hungary,2018,3389.338
Electricity,Hungary,2019,3458.469
Electricity,Hungary,2020,3443.336
Electricity,Hungary,2021,3586.93
Electricity,Hungary,2022,3555.116
Electricity,Ireland,2011,2138.847
Electricity,Ireland,2012,2135.028
Electricity,Ireland,2013,2137.715
Electricity,Ireland,2014,2133.661
Electricity,Ireland,2015,2217.433
Electricity,Ireland,2016,2268.034
Electricity,Ireland,2017,2290.413
Electricity,Ireland,2018,2397.284
Electricity,Ireland,2019,2444.643
Electricity,Ireland,2020,2463.743
Electricity,Ireland,2021,2581.021
Electricity,Ireland,2022,2645.566
Electricity,Iceland,2011,1376.612
Electricity,Iceland,2012,1406.449
Electricity,Iceland,2013,1446.518
Electricity,Iceland,2014,1447.12
Electricity,Iceland,2015,1502.15
Electricity,Iceland,2016,1487.79
Electricity,Iceland,2017,1538.412
Electricity,Iceland,2018,1589.626
Electricity,Iceland,2019,1567.223
Electricity,Iceland,2020,1536.439
Electricity,Iceland,2021,1577.417
Electricity,Italy,2011,25952.537
Electricity,Italy,2012,25515.219
Electricity,Italy,2013,24711.78
Electricity,Italy,2014,24204.471
Electricity,Italy,2015,24719.089
Electricity,Italy,2016,24593.895
Electricity,Italy,2017,25104.499
Electricity,Italy,2018,25200.436
Electricity,Italy,2019,25101.693
Electricity,Italy,2020,23662.955
Electricity,Italy,2021,25124.684
Electricity,Italy,2022,24676.51
Electricity,Lithuania,2011,737.747
Electricity,Lithuania,2012,767.068
Electricity,Lithuania,2013,769.991
Electricity,Lithuania,2014,794.239
Electricity,Lithuania,2015,803.267
Electricity,Lithuania,2016,838.349
Electricity,Lithuania,2017,864.936
Electricity,Lithuania,2018,894.093
Electricity,Lithuania,2019,906.371
Electricity,Lithuania,2020,890.396
Electricity,Lithuania,2021,959.089
Electricity,Lithuania,2022,916.836
Electricity,Luxembourg,2011,557.549
Electricity,Luxembourg,2012,536.196
Electricity,Luxembourg,2013,532.978
Electricity,Luxembourg,2014,531.557
Electricity,Luxembourg,2015,535.144
